gisjoin,name_dp,var_code,dp,name_sf,sf
G53055645,Port Ludlow CDP,IFC001,1660,Port Ludlow CDP,1660
G53055785,Port Orchard city,IFC001,4630,Port Orchard city,4630
G53055855,Port Townsend city,IFC001,5193,Port Townsend city,5193
G53055995,Poulsbo city,IFC001,4115,Poulsbo city,4115
G53056150,Prairie Heights CDP,IFC001,1550,Prairie Heights CDP,1550
G53056170,Prairie Ridge CDP,IFC001,4172,Prairie Ridge CDP,4172
G53056240,Prescott city,IFC001,156,Prescott city,156
G53056450,Prosser city,IFC001,2129,Prosser city,2129
G53056555,Puget Island CDP,IFC001,466,Puget Island CDP,466
G53056625,Pullman city,IFC001,11966,Pullman city,11966
G53056660,Purdy CDP,IFC001,718,Purdy CDP,718
G53056695,Puyallup city,IFC001,16171,Puyallup city,16171
G53056905,Queets CDP,IFC001,52,Queets CDP,52
G53056975,Quilcene CDP,IFC001,312,Quilcene CDP,312
G53057030,Qui-nai-elt Village CDP,IFC001,20,Qui-nai-elt Village CDP,20
G53057115,Quincy city,IFC001,2020,Quincy city,2020
G53057140,Raft Island CDP,IFC001,205,Raft Island CDP,205
G53057220,Rainier city,IFC001,717,Rainier city,717
G53057395,Ravensdale CDP,IFC001,422,Ravensdale CDP,422
G53057430,Raymond city,IFC001,1279,Raymond city,1279
G53057465,Reardan town,IFC001,255,Reardan town,255
G53057535,Redmond city,IFC001,24177,Redmond city,24177
G53057745,Renton city,IFC001,38930,Renton city,38930
G53057850,Republic city,IFC001,536,Republic city,536
G53058235,Richland city,IFC001,20876,Richland city,20876
G53058410,Ridgefield city,IFC001,1695,Ridgefield city,1695
G53058725,Ritzville city,IFC001,902,Ritzville city,902
G53058742,Riverbend CDP,IFC001,843,Riverbend CDP,843
G53058777,River Road CDP,IFC001,200,River Road CDP,200
G53058795,Riverside town,IFC001,154,Riverside town,154
G53058865,Riverton CDP,IFC001,2477,Riverton CDP,2477
G53059110,Rochester CDP,IFC001,910,Rochester CDP,910
G53059145,Rockford town,IFC001,213,Rockford town,213
G53059180,Rock Island city,IFC001,277,Rock Island city,277
G53059250,Rockport CDP,IFC001,62,Rockport CDP,62
G53059390,Rocky Point CDP,IFC001,781,Rocky Point CDP,781
G53059635,Ronald CDP,IFC001,262,Ronald CDP,262
G53059705,Roosevelt CDP,IFC001,67,Roosevelt CDP,67
G53059775,Rosalia town,IFC001,270,Rosalia town,270
G53059845,Rosburg CDP,IFC001,182,Rosburg CDP,182
G53059880,Rosedale CDP,IFC001,1301,Rosedale CDP,1301
G53060055,Roslyn city,IFC001,648,Roslyn city,648
G53060160,Roy city,IFC001,326,Roy city,326
G53060230,Royal City city,IFC001,494,Royal City city,494
G53060510,Ruston town,IFC001,430,Ruston town,430
G53060580,Ryderwood CDP,IFC001,266,Ryderwood CDP,266
G53060860,St. John town,IFC001,304,St. John town,304
G53061000,Salmon Creek CDP,IFC001,7848,Salmon Creek CDP,7848
G53061115,Sammamish city,IFC001,15736,Sammamish city,15736
G53061235,Santiago CDP,IFC001,35,Santiago CDP,35
G53061350,Satsop CDP,IFC001,279,Satsop CDP,279
G53062120,Seabeck CDP,IFC001,573,Seabeck CDP,573
G53062288,SeaTac city,IFC001,10360,SeaTac city,10360
G53063000,Seattle city,IFC001,308516,Seattle city,308516
G53063210,Sedro-Woolley city,IFC001,4303,Sedro-Woolley city,4303
G53063245,Sekiu CDP,IFC001,29,Sekiu CDP,29
G53063280,Selah city,IFC001,2759,Selah city,2759
G53063385,Sequim city,IFC001,3767,Sequim city,3767
G53063545,Shadow Lake CDP,IFC001,884,Shadow Lake CDP,884
G53063735,Shelton city,IFC001,3847,Shelton city,3847
G53063960,Shoreline city,IFC001,22787,Shoreline city,22787
G53064190,Silvana CDP,IFC001,40,Silvana CDP,40
G53064365,Silverdale CDP,IFC001,8555,Silverdale CDP,8555
G53064380,Silver Firs CDP,IFC001,6994,Silver Firs CDP,6994
G53064610,Sisco Heights CDP,IFC001,1045,Sisco Heights CDP,1045
G53064755,Skamokawa Valley CDP,IFC001,200,Skamokawa Valley CDP,200
G53064775,Skokomish CDP,IFC001,200,Skokomish CDP,200
G53064855,Skykomish town,IFC001,168,Skykomish town,168
G53065170,Snohomish city,IFC001,3959,Snohomish city,3959
G53065205,Snoqualmie city,IFC001,3761,Snoqualmie city,3761
G53065275,Snoqualmie Pass CDP,IFC001,526,Snoqualmie Pass CDP,526
G53065345,Soap Lake city,IFC001,977,Soap Lake city,977
G53065625,South Bend city,IFC001,780,South Bend city,780
G53065765,South Cle Elum town,IFC001,271,South Cle Elum town,271
G53065810,South Creek CDP,IFC001,989,South Creek CDP,989
G53065922,South Hill CDP,IFC001,19081,South Hill CDP,19081
G53066045,South Prairie town,IFC001,174,South Prairie town,174
G53066185,South Wenatchee CDP,IFC001,493,South Wenatchee CDP,493
G53066220,Southworth CDP,IFC001,970,Southworth CDP,970
G53066255,Spanaway CDP,IFC001,10079,Spanaway CDP,10079
G53066290,Spangle city,IFC001,126,Spangle city,126
G53067000,Spokane city,IFC001,94291,Spokane city,94291
G53067167,Spokane Valley city,IFC001,38851,Spokane Valley city,38851
G53067175,Sprague city,IFC001,236,Sprague city,236
G53067210,Springdale town,IFC001,118,Springdale town,118
G53067435,Stansberry Lake CDP,IFC001,812,Stansberry Lake CDP,812
G53067455,Stanwood city,IFC001,2584,Stanwood city,2584
G53067490,Starbuck town,IFC001,91,Starbuck town,91
G53067595,Startup CDP,IFC001,292,Startup CDP,292
G53067770,Steilacoom town,IFC001,2793,Steilacoom town,2793
G53067805,Steptoe CDP,IFC001,88,Steptoe CDP,88
G53067875,Stevenson city,IFC001,703,Stevenson city,703
G53068200,Sudden Valley CDP,IFC001,2892,Sudden Valley CDP,2892
G53068260,Sultan city,IFC001,1752,Sultan city,1752
G53068330,Sumas city,IFC001,531,Sumas city,531
G53068365,Summit CDP,IFC001,3316,Summit CDP,3316
G53068410,Summit View CDP,IFC001,2927,Summit View CDP,2927
G53068417,Summitview CDP,IFC001,356,Summitview CDP,356
G53068435,Sumner city,IFC001,4279,Sumner city,4279
G53068480,Sunday Lake CDP,IFC001,251,Sunday Lake CDP,251
G53068750,Sunnyside city,IFC001,4556,Sunnyside city,4556
G53068785,Sunnyslope CDP,IFC001,1228,Sunnyslope CDP,1228
G53069170,Suquamish CDP,IFC001,1956,Suquamish CDP,1956
G53069280,Swede Heaven CDP,IFC001,435,Swede Heaven CDP,435
G53070000,Tacoma city,IFC001,85786,Tacoma city,85786
G53070175,Taholah CDP,IFC001,239,Taholah CDP,239
G53070245,Tampico CDP,IFC001,136,Tampico CDP,136
G53070280,Tanglewilde CDP,IFC001,2312,Tanglewilde CDP,2312
G53070315,Tanner CDP,IFC001,364,Tanner CDP,364
G53070560,Tekoa city,IFC001,360,Tekoa city,360
G53070630,Tenino city,IFC001,740,Tenino city,740
G53070805,Terrace Heights CDP,IFC001,2866,Terrace Heights CDP,2866
G53071225,Thorp CDP,IFC001,112,Thorp CDP,112
G53071330,Three Lakes CDP,IFC001,1271,Three Lakes CDP,1271
G53071400,Tieton town,IFC001,385,Tieton town,385
G53071680,Tokeland CDP,IFC001,186,Tokeland CDP,186
G53071785,Toledo city,IFC001,304,Toledo city,304
G53071890,Tonasket city,IFC001,511,Tonasket city,511
G53071960,Toppenish city,IFC001,2334,Toppenish city,2334
G53071995,Torboy CDP,IFC001,59,Torboy CDP,59
G53072030,Touchet CDP,IFC001,160,Touchet CDP,160
G53072170,Town and Country CDP,IFC001,2066,Town and Country CDP,2066
G53072205,Tracyton CDP,IFC001,2112,Tracyton CDP,2112
G53072450,Trout Lake CDP,IFC001,311,Trout Lake CDP,311
G53072625,Tukwila city,IFC001,7755,Tukwila city,7755
G53072905,Tumwater city,IFC001,8064,Tumwater city,8064
G53073065,Twin Lakes CDP,IFC001,237,Twin Lakes CDP,237
G53073080,Twisp town,IFC001,524,Twisp town,524
G53073255,Union CDP,IFC001,412,Union CDP,412
G53073290,Union Gap city,IFC001,2173,Union Gap city,2173
G53073307,Union Hill-Novelty Hill CDP,IFC001,7533,Union Hill-Novelty Hill CDP,7533
G53073360,Uniontown town,IFC001,149,Uniontown town,149
G53073465,University Place city,IFC001,13573,University Place city,13573
G53073580,Upper Elochoman CDP,IFC001,82,Upper Elochoman CDP,82
G53073780,Vader city,IFC001,258,Vader city,258
G53073885,Valley CDP,IFC001,59,Valley CDP,59
G53074060,Vancouver city,IFC001,70005,Vancouver city,70005
G53074200,Vantage CDP,IFC001,39,Vantage CDP,39
G53074305,Vashon CDP,IFC001,5552,Vashon CDP,5552
G53074445,Vaughn CDP,IFC001,282,Vaughn CDP,282
G53074585,Venersborg CDP,IFC001,1266,Venersborg CDP,1266
G53074760,Verlot CDP,IFC001,204,Verlot CDP,204
G53075565,Waitsburg city,IFC001,522,Waitsburg city,522
G53075775,Walla Walla city,IFC001,12514,Walla Walla city,12514
G53075810,Walla Walla East CDP,IFC001,686,Walla Walla East CDP,686
G53075905,Waller CDP,IFC001,3258,Waller CDP,3258
G53075985,Wallula CDP,IFC001,60,Wallula CDP,60
G53076055,Walnut Grove CDP,IFC001,4135,Walnut Grove CDP,4135
G53076125,Wapato city,IFC001,1293,Wapato city,1293
G53076160,Warden city,IFC001,803,Warden city,803
G53076195,Warm Beach CDP,IFC001,1096,Warm Beach CDP,1096
G53076405,Washougal city,IFC001,5673,Washougal city,5673
G53076440,Washtucna town,IFC001,126,Washtucna town,126
G53076510,Waterville town,IFC001,482,Waterville town,482
G53076615,Wauna CDP,IFC001,1702,Wauna CDP,1702
G53076720,Waverly town,IFC001,50,Waverly town,50
G53077105,Wenatchee city,IFC001,13175,Wenatchee city,13175
G53077297,West Clarkston-Highland CDP,IFC001,2390,West Clarkston-Highland CDP,2390
G53077612,West Pasco CDP,IFC001,1321,West Pasco CDP,1321
G53077630,Westport city,IFC001,1561,Westport city,1561
G53077665,West Richland city,IFC001,4298,West Richland city,4298
G53077745,West Side Highway CDP,IFC001,2082,West Side Highway CDP,2082
G53078155,Whidbey Island Station CDP,IFC001,277,Whidbey Island Station CDP,277
G53078225,White Center CDP,IFC001,5235,White Center CDP,5235
G53078330,White Salmon city,IFC001,1039,White Salmon city,1039
G53078365,White Swan CDP,IFC001,213,White Swan CDP,213
G53078680,Wilbur town,IFC001,468,Wilbur town,468
G53078780,Wilderness Rim CDP,IFC001,601,Wilderness Rim CDP,601
G53078925,Wilkeson town,IFC001,175,Wilkeson town,175
G53078995,Willapa CDP,IFC001,88,Willapa CDP,88
G53079135,Wilson Creek town,IFC001,116,Wilson Creek town,116
G53079275,Winlock city,IFC001,535,Winlock city,535
G53079380,Winthrop town,IFC001,300,Winthrop town,300
G53079485,Wishram CDP,IFC001,176,Wishram CDP,176
G53079555,Wollochet CDP,IFC001,2786,Wollochet CDP,2786
G53079590,Woodinville city,IFC001,4996,Woodinville city,4996
G53079625,Woodland city,IFC001,2108,Woodland city,2108
G53079825,Woods Creek CDP,IFC001,2076,Woods Creek CDP,2076
G53079835,Woodway city,IFC001,466,Woodway city,466
G53079975,Yacolt town,IFC001,484,Yacolt town,484
G53080010,Yakima city,IFC001,34829,Yakima city,34829
G53080150,Yarrow Point town,IFC001,407,Yarrow Point town,407
G53080220,Yelm city,IFC001,2523,Yelm city,2523
G53080500,Zillah city,IFC001,1105,Zillah city,1105
G53000100,Aberdeen city,IFE001,7338,Aberdeen city,7338
G53000135,Aberdeen Gardens CDP,IFE001,122,Aberdeen Gardens CDP,122
G53000275,Acme CDP,IFE001,109,Acme CDP,109
G53000380,Addy CDP,IFE001,111,Addy CDP,111
G53000800,Ahtanum CDP,IFE001,1383,Ahtanum CDP,1383
G53000905,Airway Heights city,IFE001,1727,Airway Heights city,1727
G53001010,Albion town,IFE001,302,Albion town,302
G53001045,Alder CDP,IFE001,105,Alder CDP,105
G53001150,Alderton CDP,IFE001,1160,Alderton CDP,1160
G53001185,Alderwood Manor CDP,IFE001,3206,Alderwood Manor CDP,3206
G53001255,Alger CDP,IFE001,176,Alger CDP,176
G53001290,Algona city,IFE001,1018,Algona city,1018
G53001430,Allyn CDP,IFE001,1001,Allyn CDP,1001
G53001500,Almira town,IFE001,155,Almira town,155
G53001745,Altoona CDP,IFE001,34,Altoona CDP,34
G53001780,Amanda Park CDP,IFE001,109,Amanda Park CDP,109
G53001850,Amboy CDP,IFE001,569,Amboy CDP,569
G53001920,Ames Lake CDP,IFE001,590,Ames Lake CDP,590
G53001990,Anacortes city,IFE001,7680,Anacortes city,7680
G53002060,Anderson Island CDP,IFE001,1025,Anderson Island CDP,1025
G53002585,Arlington city,IFE001,6929,Arlington city,6929
G53002620,Arlington Heights CDP,IFE001,832,Arlington Heights CDP,832
G53002910,Artondale CDP,IFE001,4944,Artondale CDP,4944
G53003005,Ashford CDP,IFE001,181,Ashford CDP,181
G53003075,Asotin city,IFE001,537,Asotin city,537
G53003180,Auburn city,IFE001,27834,Auburn city,27834
G53003736,Bainbridge Island city,IFE001,10584,Bainbridge Island city,10584
G53004100,Bangor Base CDP,IFE001,1281,Bangor Base CDP,1281
G53004125,Banks Lake South CDP,IFE001,106,Banks Lake South CDP,106
G53004195,Barberton CDP,IFE001,2086,Barberton CDP,2086
G53004300,Baring CDP,IFE001,254,Baring CDP,254
G53004347,Barney's Junction CDP,IFE001,66,Barney's Junction CDP,66
G53004370,Barstow CDP,IFE001,42,Barstow CDP,42
G53004405,Basin City CDP,IFE001,237,Basin City CDP,237
G53004475,Battle Ground city,IFE001,5952,Battle Ground city,5952
G53004615,Bay Center CDP,IFE001,186,Bay Center CDP,186
G53004790,Bay View CDP,IFE001,327,Bay View CDP,327
G53004895,Beaux Arts Village town,IFE001,118,Beaux Arts Village town,118
G53005140,Belfair CDP,IFE001,1634,Belfair CDP,1634
G53005210,Bellevue city,IFE001,55551,Bellevue city,55551
G53005245,Bell Hill CDP,IFE001,447,Bell Hill CDP,447
G53005280,Bellingham city,IFE001,36760,Bellingham city,36760
G53005560,Benton City city,IFE001,1162,Benton City city,1162
G53005735,Bethel CDP,IFE001,1450,Bethel CDP,1450
G53005980,Bickleton CDP,IFE001,51,Bickleton CDP,51
G53006050,Big Lake CDP,IFE001,858,Big Lake CDP,858
G53006085,Bingen city,IFE001,313,Bingen city,313
G53006190,Birch Bay CDP,IFE001,5411,Birch Bay CDP,5411
G53006330,Black Diamond city,IFE001,1685,Black Diamond city,1685
G53006505,Blaine city,IFE001,2346,Blaine city,2346
G53006855,Blyn CDP,IFE001,52,Blyn CDP,52
G53007170,Bonney Lake city,IFE001,6394,Bonney Lake city,6394
G53007380,Bothell city,IFE001,14255,Bothell city,14255
G53007390,Bothell East CDP,IFE001,3139,Bothell East CDP,3139
G53007395,Bothell West CDP,IFE001,6417,Bothell West CDP,6417
G53007397,Boulevard Park CDP,IFE001,2262,Boulevard Park CDP,2262
G53007485,Boyds CDP,IFE001,16,Boyds CDP,16
G53007590,Brady CDP,IFE001,279,Brady CDP,279
G53007695,Bremerton city,IFE001,17273,Bremerton city,17273
G53007835,Brewster city,IFE001,730,Brewster city,730
G53007870,Bridgeport city,IFE001,745,Bridgeport city,745
G53007940,Brier city,IFE001,2220,Brier city,2220
G53008080,Brinnon CDP,IFE001,1060,Brinnon CDP,1060
G53008335,Browns Point CDP,IFE001,593,Browns Point CDP,593
G53008465,Brush Prairie CDP,IFE001,964,Brush Prairie CDP,964
G53008500,Bryant CDP,IFE001,677,Bryant CDP,677
G53008552,Bryn Mawr-Skyway CDP,IFE001,6189,Bryn Mawr-Skyway CDP,6189
G53008570,Buckley city,IFE001,1669,Buckley city,1669
G53008605,Bucoda town,IFE001,243,Bucoda town,243
G53008640,Buena CDP,IFE001,256,Buena CDP,256
G53008770,Bunk Foss CDP,IFE001,1230,Bunk Foss CDP,1230
G53008780,Burbank CDP,IFE001,1173,Burbank CDP,1173
G53008850,Burien city,IFE001,14322,Burien city,14322
G53008885,Burley CDP,IFE001,784,Burley CDP,784
G53008920,Burlington city,IFE001,3419,Burlington city,3419
G53009480,Camas city,IFE001,7072,Camas city,7072
G53009810,Canterwood CDP,IFE001,1196,Canterwood CDP,1196
G53009820,Canyon Creek CDP,IFE001,1355,Canyon Creek CDP,1355
G53009970,Carbonado town,IFE001,218,Carbonado town,218
G53010075,Carlsborg CDP,IFE001,547,Carlsborg CDP,547
G53010215,Carnation city,IFE001,665,Carnation city,665
G53010320,Carson CDP,IFE001,1006,Carson CDP,1006
G53010455,Cascade Valley CDP,IFE001,932,Cascade Valley CDP,932
G53010495,Cashmere city,IFE001,1179,Cashmere city,1179
G53010565,Castle Rock city,IFE001,863,Castle Rock city,863
G53010600,Cathcart CDP,IFE001,949,Cathcart CDP,949
G53010635,Cathlamet town,IFE001,296,Cathlamet town,296
G53010645,Cavalero CDP,IFE001,1687,Cavalero CDP,1687
G53011090,Centerville CDP,IFE001,44,Centerville CDP,44
G53011160,Centralia city,IFE001,7265,Centralia city,7265
G53011195,Central Park CDP,IFE001,1150,Central Park CDP,1150
G53011325,Chain Lake CDP,IFE001,1369,Chain Lake CDP,1369
G53011475,Chehalis city,IFE001,3131,Chehalis city,3131
G53011615,Chelan city,IFE001,2516,Chelan city,2516
G53011685,Chelan Falls CDP,IFE001,125,Chelan Falls CDP,125
G53011825,Cheney city,IFE001,4183,Cheney city,4183
G53012015,Cherry Grove CDP,IFE001,189,Cherry Grove CDP,189
G53012140,Chewelah city,IFE001,1284,Chewelah city,1284
G53012175,Chico CDP,IFE001,916,Chico CDP,916
G53012315,Chinook CDP,IFE001,287,Chinook CDP,287
G53012525,Clallam Bay CDP,IFE001,276,Clallam Bay CDP,276
G53012630,Clarkston city,IFE001,3411,Clarkston city,3411
G53012680,Clarkston Heights-Vineland CDP,IFE001,2713,Clarkston Heights-Vineland CDP,2713
G53012735,Clayton CDP,IFE001,157,Clayton CDP,157
G53012820,Clear Lake CDP,IFE001,659,Clear Lake CDP,659
G53012840,Clear Lake CDP,IFE001,439,Clear Lake CDP,439
G53012875,Clearview CDP,IFE001,1248,Clearview CDP,1248
G53012945,Cle Elum city,IFE001,1105,Cle Elum city,1105
G53013015,Cliffdell CDP,IFE001,176,Cliffdell CDP,176
G53013155,Clinton CDP,IFE001,615,Clinton CDP,615
G53013215,Clover Creek CDP,IFE001,2653,Clover Creek CDP,2653
G53013365,Clyde Hill city,IFE001,1099,Clyde Hill city,1099
G53013595,Cohassett Beach CDP,IFE001,468,Cohassett Beach CDP,468
G53013785,Colfax city,IFE001,1405,Colfax city,1405
G53013855,College Place city,IFE001,3764,College Place city,3764
G53013890,Colton town,IFE001,167,Colton town,167
G53014170,Colville city,IFE001,2221,Colville city,2221
G53014310,Conconully town,IFE001,189,Conconully town,189
G53014380,Concrete town,IFE001,358,Concrete town,358
G53014485,Connell city,IFE001,922,Connell city,922
G53014520,Conway CDP,IFE001,31,Conway CDP,31
G53014660,Copalis Beach CDP,IFE001,419,Copalis Beach CDP,419
G53014870,Cosmopolis city,IFE001,714,Cosmopolis city,714
G53014940,Cottage Lake CDP,IFE001,7925,Cottage Lake CDP,7925
G53015080,Coulee City town,IFE001,331,Coulee City town,331
G53015115,Coulee Dam town,IFE001,534,Coulee Dam town,534
G53015150,Country Homes CDP,IFE001,1985,Country Homes CDP,1985
G53015185,Coupeville town,IFE001,933,Coupeville town,933
G53015290,Covington city,IFE001,6081,Covington city,6081
G53015325,Cowiche CDP,IFE001,112,Cowiche CDP,112
G53015710,Creston town,IFE001,130,Creston town,130
G53015780,Crocker CDP,IFE001,496,Crocker CDP,496
G53016165,Curlew CDP,IFE001,59,Curlew CDP,59
G53016170,Curlew Lake CDP,IFE001,377,Curlew Lake CDP,377
G53016340,Cusick town,IFE001,101,Cusick town,101
G53016375,Custer CDP,IFE001,147,Custer CDP,147
G53016550,Dallesport CDP,IFE001,542,Dallesport CDP,542
G53016585,Danville CDP,IFE001,21,Danville CDP,21
G53016690,Darrington town,IFE001,644,Darrington town,644
G53016760,Dash Point CDP,IFE001,434,Dash Point CDP,434
G53016795,Davenport city,IFE001,750,Davenport city,750
G53016970,Dayton city,IFE001,1200,Dayton city,1200
G53017215,Deep River CDP,IFE001,114,Deep River CDP,114
G53017320,Deer Park city,IFE001,1532,Deer Park city,1532
G53017495,Deming CDP,IFE001,162,Deming CDP,162
G53017617,Desert Aire CDP,IFE001,973,Desert Aire CDP,973
G53017635,Des Moines city,IFE001,12588,Des Moines city,12588
G53017880,Disautel CDP,IFE001,23,Disautel CDP,23
G53018055,Dixie CDP,IFE001,87,Dixie CDP,87
G53018195,Dollars Corner CDP,IFE001,413,Dollars Corner CDP,413
G53018265,Donald CDP,IFE001,41,Donald CDP,41
G53018775,Duluth CDP,IFE001,563,Duluth CDP,563
G53018965,DuPont city,IFE001,3241,DuPont city,3241
G53019035,Duvall city,IFE001,2315,Duvall city,2315
G53019290,East Cathlamet CDP,IFE001,248,East Cathlamet CDP,248
G53019420,Eastgate CDP,IFE001,1899,Eastgate CDP,1899
G53019515,East Hill-Meridian CDP,IFE001,10252,East Hill-Meridian CDP,10252
G53019630,Eastmont CDP,IFE001,7057,Eastmont CDP,7057
G53019700,Easton CDP,IFE001,376,Easton CDP,376
G53019770,East Port Orchard CDP,IFE001,2445,East Port Orchard CDP,2445
G53019857,East Renton Highlands CDP,IFE001,4205,East Renton Highlands CDP,4205
G53020155,East Wenatchee city,IFE001,5275,East Wenatchee city,5275
G53020260,Eatonville town,IFE001,1059,Eatonville town,1059
G53020645,Edgewood city,IFE001,3801,Edgewood city,3801
G53020680,Edison CDP,IFE001,59,Edison CDP,59
G53020750,Edmonds city,IFE001,18378,Edmonds city,18378
G53020890,Elbe CDP,IFE001,17,Elbe CDP,17
G53021030,Electric City city,IFE001,524,Electric City city,524
G53021205,Elk Plain CDP,IFE001,4929,Elk Plain CDP,4929
G53021240,Ellensburg city,IFE001,7867,Ellensburg city,7867
G53021450,Elma city,IFE001,1307,Elma city,1307
G53021485,Elmer City town,IFE001,112,Elmer City town,112
G53021730,Endicott town,IFE001,165,Endicott town,165
G53021800,Enetai CDP,IFE001,1014,Enetai CDP,1014
G53022010,Entiat city,IFE001,495,Entiat city,495
G53022045,Enumclaw city,IFE001,4683,Enumclaw city,4683
G53022080,Ephrata city,IFE001,3086,Ephrata city,3086
G53022118,Erlands Point-Kitsap Lake CDP,IFE001,1346,Erlands Point-Kitsap Lake CDP,1346
G53022150,Eschbach CDP,IFE001,151,Eschbach CDP,151
G53022255,Esperance CDP,IFE001,1491,Esperance CDP,1491
G53022640,Everett city,IFE001,44609,Everett city,44609
G53022745,Everson city,IFE001,864,Everson city,864
G53022955,Fairchild AFB CDP,IFE001,858,Fairchild AFB CDP,858
G53022990,Fairfield town,IFE001,240,Fairfield town,240
G53023160,Fairwood CDP,IFE001,7367,Fairwood CDP,7367
G53023165,Fairwood CDP,IFE001,3127,Fairwood CDP,3127
